200	552
2	1
4	4
16	23
10	14
12	16
6	7
2	2
14	21
14	21
19	29
9	12
11	16
17	25
2	2
3	2
12	16
14	21
2	1
9	12
3	3
9	13
15	21
13	18
19	28
18	26
12	16
3	3
14	20
9	13
15	22
19	28
16	23
6	8
2	2
15	23
8	10
14	19
16	23
20	30
8	11
6	8
20	30
15	22
16	23
14	20
3	3
14	19
18	27
7	9
10	14
16	23
11	15
6	8
7	9
8	11
5	5
11	15
19	27
19	28
3	2
19	28
11	16
11	16
8	10
20	30
11	15
7	8
3	3
20	29
3	3
11	16
9	12
7	9
19	28
12	16
10	14
19	29
2	2
16	23
16	24
17	25
4	4
2	1
15	21
18	27
13	19
15	23
15	22
20	30
18	27
6	7
7	10
8	11
11	16
13	18
18	26
9	13
17	26
7	9
9	13
12	17
10	15
7	9
5	6
4	5
12	18
17	25
2	1
12	17
11	15
20	29
16	23
12	17
18	27
13	19
17	26
5	5
6	7
15	22
4	4
3	3
7	9
2	1
9	13
2	1
15	22
19	29
6	8
5	6
8	10
18	27
14	20
4	5
14	21
9	12
9	12
11	15
4	5
13	18
18	26
13	18
20	29
12	17
4	5
20	30
9	13
4	5
12	17
6	8
11	15
10	14
20	29
4	4
5	6
8	10
13	19
4	4
14	20
13	19
17	25
6	8
11	15
9	12
5	7
2	1
19	28
10	13
4	5
20	29
9	13
4	4
18	27
3	3
5	5
3	3
8	11
6	8
4	5
16	24
10	14
8	11
10	14
17	25
19	28
14	20
6	7
14	21
19	28
6	8
18	26
10	15
11	16
13	19
17	25
16	23
10	14
20	29
14	19
10	14
17	25
1	18	369
18	1	370
1	135	147
135	1	148
1	57	1875
57	1	1876
1	164	436
164	1	437
1	159	140
159	1	141
2	14	435
14	2	435
2	98	3098
98	2	3099
2	109	205
109	2	205
2	169	374
169	2	374
2	147	64
147	2	64
2	154	384
154	2	384
2	54	203
54	2	204
2	124	96
124	2	97
2	93	3168
93	2	3169
3	24	480
24	3	481
3	97	168
97	3	168
3	134	462
134	3	462
3	4	74
4	3	75
3	123	386
123	3	387
3	122	354
122	3	354
3	128	399
128	3	400
3	173	191
173	3	191
3	84	424
84	3	425
3	120	351
120	3	352
3	150	61
150	3	61
3	156	318
156	3	318
3	53	3353
53	3	3354
3	18	207
18	3	207
3	140	359
140	3	360
3	143	324
143	3	325
3	5	65
5	3	65
3	92	415
92	3	415
3	82	143
82	3	143
4	103	257
103	4	258
4	68	306
68	4	307
4	166	463
166	4	464
4	191	98
191	4	99
4	26	323
26	4	323
4	192	146
192	4	147
4	107	164
107	4	165
4	60	388
60	4	388
4	40	290
40	4	291
4	24	187
24	4	187
4	75	361
75	4	361
4	21	195
21	4	196
5	40	379
40	5	380
5	9	355
9	5	355
5	48	250
48	5	250
5	83	139
83	5	139
5	27	119
27	5	119
5	198	453
198	5	454
5	49	417
49	5	418
5	196	402
196	5	403
6	41	351
41	6	351
6	117	1636
117	6	1636
6	157	231
157	6	232
6	98	435
98	6	435
6	86	390
86	6	390
6	72	431
72	6	431
6	65	265
65	6	265
6	149	353
149	6	354
6	153	221
153	6	221
6	73	474
73	6	475
6	39	252
39	6	252
6	71	435
71	6	435
6	126	91
126	6	92
6	38	3495
38	6	3496
6	56	1813
56	6	1814
6	111	420
111	6	420
6	68	153
68	6	153
6	144	3238
144	6	3239
6	76	287
76	6	287
7	42	144
42	7	144
7	178	1798
178	7	1798
7	41	497
41	7	497
7	165	340
165	7	340
7	19	189
19	7	190
7	167	82
167	7	82
7	136	198
136	7	199
7	88	135
88	7	135
7	106	833
106	7	834
7	118	459
118	7	459
7	112	51
112	7	51
7	31	983
31	7	984
7	61	392
61	7	393
7	180	388
180	7	389
8	72	495
72	8	496
8	179	467
179	8	467
8	79	341
79	8	342
8	33	2289
33	8	2289
8	199	315
199	8	316
8	177	116
177	8	116
8	31	61
31	8	61
8	49	140
49	8	141
8	184	357
184	8	357
8	10	2777
10	8	2778
9	171	185
171	9	185
9	45	188
45	9	189
9	189	434
189	9	435
9	12	478
12	9	479
9	186	290
186	9	290
9	145	126
145	9	127
9	121	494
121	9	495
9	152	278
152	9	279
9	81	97
81	9	97
9	148	251
148	9	252
9	181	58
181	9	58
9	160	156
160	9	156
9	28	294
28	9	295
9	176	457
176	9	458
10	41	459
41	10	460
10	83	498
83	10	498
10	78	481
78	10	481
10	48	434
48	10	435
10	163	141
163	10	142
10	79	373
79	10	374
10	26	113
26	10	113
10	73	388
73	10	389
10	50	95
50	10	96
10	98	211
98	10	212
10	138	432
138	10	433
10	35	357
35	10	357
10	82	475
82	10	475
10	55	283
55	10	283
11	64	444
64	11	444
11	51	80
51	11	80
11	28	238
28	11	239
11	183	282
183	11	283
11	99	192
99	11	193
11	13	338
13	11	339
11	187	148
187	11	148
12	16	498
16	12	498
12	141	258
