200	2824
2	2
2	2
5	5
3	3
4	4
2	2
2	2
4	4
4	4
5	5
3	3
4	4
5	5
2	2
2	2
4	4
4	4
2	2
3	3
2	2
3	3
4	4
4	4
5	5
5	5
4	4
2	2
4	4
3	3
4	4
5	5
5	5
3	3
2	2
4	4
3	3
4	4
5	5
5	5
3	3
2	2
5	5
4	4
5	5
4	4
2	2
4	4
5	5
3	3
3	3
5	5
3	3
2	2
3	3
3	3
2	2
3	3
5	5
5	5
2	2
5	5
4	4
4	4
3	3
5	5
3	3
3	3
2	2
5	5
2	2
4	4
3	3
3	3
5	5
4	4
3	3
5	5
2	2
5	5
5	5
5	5
2	2
2	2
4	4
5	5
4	4
4	4
4	4
5	5
5	5
2	2
3	3
3	3
4	4
4	4
5	5
3	3
5	5
3	3
3	3
4	4
3	3
3	3
2	2
2	2
4	4
5	5
2	2
4	4
3	3
5	5
4	4
4	4
5	5
4	4
5	5
2	2
2	2
4	4
2	2
2	2
3	3
2	2
3	3
2	2
4	4
5	5
2	2
2	2
3	3
5	5
4	4
2	2
4	4
3	3
3	3
3	3
2	2
4	4
5	5
4	4
5	5
4	4
2	2
5	5
3	3
2	2
4	4
3	3
3	3
3	3
5	5
2	2
2	2
3	3
4	4
2	2
4	4
4	4
5	5
2	2
3	3
3	3
2	2
2	2
5	5
3	3
2	2
5	5
3	3
2	2
5	5
2	2
2	2
2	2
3	3
3	3
2	2
5	5
3	3
3	3
3	3
5	5
5	5
4	4
2	2
4	4
5	5
3	3
5	5
3	3
4	4
4	4
5	5
5	5
3	3
5	5
4	4
3	3
5	5
1	54	2555
54	1	2556
1	77	2156
77	1	2157
1	63	4393
63	1	4394
1	130	835
130	1	835
1	111	2923
111	1	2923
1	103	4637
103	1	4638
1	73	4660
73	1	4660
1	151	1542
151	1	1542
1	161	3751
161	1	3751
1	131	1383
131	1	1383
1	66	2754
66	1	2755
1	29	2936
29	1	2936
1	145	4836
145	1	4837
1	127	3873
127	1	3873
1	92	1670
92	1	1671
1	59	1991
59	1	1992
1	179	135
179	1	135
1	96	1319
96	1	1320
1	152	4033
152	1	4034
1	189	4089
189	1	4089
2	188	3623
188	2	3624
2	38	1120
38	2	1120
2	128	3518
128	2	3519
2	177	4627
177	2	4627
2	184	3323
184	2	3324
2	43	4007
43	2	4008
2	58	3651
58	2	3651
2	39	277
39	2	278
2	151	3406
151	2	3407
2	125	710
125	2	710
2	65	4907
65	2	4907
2	4	1431
4	2	1432
2	156	4537
156	2	4538
2	158	3738
158	2	3738
2	77	626
77	2	626
2	21	4019
21	2	4020
2	53	4010
53	2	4010
2	23	1966
23	2	1967
2	136	4105
136	2	4106
2	55	4132
55	2	4132
3	9	3760
9	3	3761
3	136	3704
136	3	3704
3	199	1957
199	3	1958
3	161	2062
161	3	2062
3	190	1788
190	3	1788
3	188	908
188	3	909
3	37	4682
37	3	4683
3	127	3310
127	3	3311
3	26	2213
26	3	2214
3	56	4499
56	3	4500
3	79	2749
79	3	2750
3	144	1764
144	3	1764
3	95	4378
95	3	4379
3	80	4325
80	3	4325
3	172	4704
172	3	4705
3	149	3603
149	3	3604
3	85	863
85	3	864
3	109	204
109	3	204
3	10	498
10	3	499
3	31	4493
31	3	4493
4	194	3610
194	4	3611
4	92	3934
92	4	3934
4	69	4049
69	4	4049
4	131	3806
131	4	3806
4	102	4070
102	4	4070
4	167	4224
167	4	4224
4	63	4325
63	4	4325
4	22	4228
22	4	4229
4	59	4436
59	4	4437
4	80	3982
80	4	3983
4	113	4778
113	4	4779
4	21	1273
21	4	1274
4	104	3950
104	4	3951
4	185	2090
185	4	2090
4	171	3759
171	4	3760
4	174	4197
174	4	4198
4	39	3534
39	4	3535
4	152	4297
152	4	4298
4	123	4177
123	4	4177
5	61	2880
61	5	2881
5	132	2330
132	5	2331
5	185	2238
185	5	2238
5	190	3109
190	5	3110
5	107	4676
107	5	4677
5	154	2599
154	5	2600
5	195	4501
195	5	4502
5	26	4071
26	5	4071
5	35	4353
35	5	4354
5	87	1204
87	5	1205
5	49	844
49	5	845
5	193	4645
193	5	4645
5	62	4459
62	5	4459
5	7	2700
7	5	2700
5	27	280
27	5	281
5	79	3680
79	5	3681
5	186	3891
186	5	3892
5	80	4455
80	5	4455
5	77	605
77	5	605
5	124	1702
124	5	1702
6	43	2137
43	6	2138
6	111	3948
111	6	3948
6	92	4715
92	6	4715
6	163	988
163	6	988
6	156	1209
156	6	1210
6	139	3938
139	6	3939
6	112	4926
112	6	4927
6	15	3718
15	6	3718
6	20	4323
20	6	4324
6	68	4319
68	6	4319
6	64	395
64	6	395
6	24	2336
24	6	2336
6	28	3999
28	6	4000
6	157	3818
157	6	3818
6	69	4034
69	6	4034
6	168	3577
168	6	3578
6	102	4882
102	6	4882
6	44	2992
44	6	2993
6	16	4827
16	6	4827
6	148	1131
148	6	1132
7	83	1848
83	7	1848
7	85	4911
85	7	4912
7	162	2386
162	7	2386
7	183	761
183	7	761
7	99	1080
99	7	1080
7	172	3699
172	7	3700
7	27	168
27	7	168
7	57	771
57	7	772
7	198	4104
198	7	4105
7	153	4427
153	7	4428
7	196	3250
196	7	3251
7	80	1379
80	7	1379
7	24	2271
24	7	2272
7	92	2524
92	7	2525
7	131	4729
131	7	4729
7	72	4615
72	7	4616
7	55	1355
55	7	1355
7	52	1846
52	7	1846
7	106	430
106	7	431
8	163	1413
163	8	1413
8	156	1623
156	8	1624
8	74	458
74	8	459
8	53	4831
53	8	4832
8	71	4782
71	8	4783
8	94	1863
94	8	1863
8	182	3216
182	8	3216
8	11	4189
11	8	4190
8	131	1701
131	8	1702
8	84	3001
84	8	3001
8	110	4903
110	8	4903
8	56	3150
56	8	3151
8	29	769
29	8	770
8	57	1892
57	8	1893
8	184	4486
184	8	4486
8	162	4138
162	8	4138
8	158	3642
158	8	3642
8	139	4573
139	8	4573
8	178	2329
178	8	2330
8	144	1546
144	8	1546
9	89	694
89	9	694
9	157	4609
157	9	4610
9	10	4936
10	9	4937
9	159	3857
159	9	3858
9	75	3975
75	9	3975
9	58	3974
58	9	3975
9	68	1624
68	9	1624
9	172	4396
172	9	4397
9	16	4609
16	9	4609
9	193	2168
193	9	2169
9	97	3649
97	9	3650
9	200	2241
200	9	2242
9	72	4763
72	9	4764
9	11	4755
11	9	4756
9	192	2651
192	9	2652
9	116	2755
116	9	2756
9	165	4979
165	9	4979
9	122	2585
122	9	2585
9	171	2404
171	9	2405
10	41	4947
41	10	4947
10	121	1016
121	10	1016
10	28	4486
28	10	4487
10	149	1401
149	10	1401
10	126	943
126	10	943
10	194	3778
194	10	3778
10	145	4626
145	10	4627
10	60	4435
60	10	4436
10	46	3043
46	10	3043
10	104	4926
104	10	4926
10	163	1434
163	10	1435
10	165	307
165	10	308
10	191	3612
191	10	3613
10	87	4985
87	10	4986
10	123	4053
123	10	4053
10	112	2115
112	10	2115
10	11	4448
11	10	4448
10	73	2137
73	10	2137
11	92	3574
92	11	3575
11	118	4089
118	11	4090
11	138	4013
138	11	4013
11	63	4520
63	11	4520
11	177	1534
177	11	1534
11	110	1866
110	11	1866
11	67	643
67	11	643
11	71	4385
71	11	4385
11	83	1553
83	11	1554
11	36	4580
36	11	4581
11	57	2126
57	11	2127
11	126	3593
126	11	3593
11	43	217
43	11	218
11	108	1140
108	11	1141
11	54	3299
54	11	3300
11	198	4358
198	11	4358
11	139	3498
139	11	3498
12	66	4191
66	12	4191
12	98	4674
98	12	4675
12	148	2291
148	12	2292
12	29	4511
29	12	4511
12	62	4606
62	12	4606
12	142	4833
142	12	4834
12	15	2815
15	12	2815
12	114	1399
114	12	1400
12	44	4917
44	12	4917
12	131	713
131	12	713
12	124	1857
124	12	1857
12	61	3813
61	12	3814
12	55	3970
55	12	3970
12	170	661
170	12	661
12	39	3779
39	12	3779
12	143	3577
143	12	3578
12	30	3888
30	12	3889
12	42	4126
42	12	4126
12	171	3572
171	12	3573
12	166	4232
166	12	4233
13	194	4034
194	13	4035
13	96	1434
96	13	1434
13	52	1392
52	13	1393
13	135	4231
135	13	4231
13	53	4357
53	13	4358
13	164	4863
164	13	4864
13	50	3732
50	13	3733
13	60	2490
60	13	2490
13	104	3713
104	13	3714
13	29	3352
29	13	3352
13	195	3057
195	13	3057
13	26	4309
26	13	4310
13	180	4296
180	13	4297
13	70	4301
70	13	4301
13	141	4987
141	13	4988
13	24	3109
24	13	3110
13	169	108
169	13	109
13	132	2862
132	13	2862
13	182	513
182	13	514
13	40	1464
40	13	1465
14	66	3002
66	14	3002
14	103	2793
103	14	2794
14	70	2403
70	14	2403
14	35	3063
35	14	3063
14	86	125
86	14	125
14	29	3822
29	14	3823
14	194	4537
194	14	4537
14	134	1017
134	14	1018
14	84	743
84	14	744
14	100	4098
100	14	4099
14	53	2394
53	14	2394
14	98	4860
98	14	4860
14	154	3366
154	14	3367
14	109	4491
109	14	4491
14	150	4178
150	14	4178
14	27	1014
27	14	1014
14	191	872
191	14	872
14	20	2044
20	14	2045
14	198	2178
198	14	2179
14	144	3856
144	14	3856
15	75	3889
75	15	3889
15	164	3489
164	15	3489
15	43	2084
43	15	2085
15	110	2488
110	15	2488
15	40	2472
40	15	2472
15	70	3952
70	15	3953
15	187	3699
187	15	3699
15	56	4683
56	15	4684
15	119	1721
119	15	1722
15	134	4950
134	15	4950
15	93	1798
93	15	1799
15	121	1130
121	15	1131
15	84	3570
84	15	3570
15	130	3409
130	15	3409
15	74	2735
74	15	2735
15	136	2765
136	15	2765
15	177	4666
177	15	4667
15	118	3474
118	15	3475
16	27	4434
27	16	4435
16	142	4946
142	16	4946
16	62	1590
62	16	1590
16	59	3510
59	16	3510
16	131	1410
131	16	1411
16	192	3811
192	16	3812
16	169	1003
169	16	1004
16	78	696
78	16	696
16	99	3048
99	16	3048
16	115	4965
115	16	4966
16	141	1363
141	16	1363
16	163	4654
163	16	4654
16	127	4452
127	16	4452
16	53	1955
53	16	1955
16	56	514
56	16	515
16	184	3115
184	16	3115
16	61	3536
61	16	3537
16	125	4340
125	16	4341
17	96	4879
96	17	4880
17	171	3367
171	17	3367
17	80	1092
80	17	1092
17	174	4610
174	17	4610
17	178	4645
178	17	4645
17	52	4870
52	17	4871
17	148	2126
148	17	2126
17	143	3620
143	17	3620
17	76	3393
76	17	3394
17	106	3524
106	17	3524
17	99	4029
99	17	4030
17	78	1809
78	17	1810
17	164	3796
164	17	3796
17	124	4086
124	17	4086
17	30	3820
30	17	3821
17	151	3209
151	17	3210
17	165	3985
165	17	3985
17	183	1572
183	17	1572
17	182	1736
182	17	1736
17	64	3057
64	17	3058
18	95	4068
95	18	4068
18	33	4189
33	18	4189
18	172	4897
172	18	4898
18	189	4215
189	18	4216
18	98	2462
98	18	2462
18	147	4753
147	18	4754
18	124	3856
124	18	3856
18	152	3985
152	18	3985
18	138	2133
138	18	2133
18	148	4479
148	18	4479
18	105	2392
105	18	2393
18	44	3831
44	18	3831
18	150	4938
150	18	4938
18	69	1904
69	18	1904
18	177	4000
177	18	4001
18	162	3675
162	18	3676
18	200	1098
200	18	1098
18	71	2207
71	18	2208
18	143	2885
143	18	2885
18	156	2813
156	18	2814
19	65	297
65	19	298
19	83	4908
83	19	4908
19	40	838
40	19	838
19	132	807
132	19	807
19	170	3941
170	19	3941
19	117	3965
117	19	3965
19	142	4105
142	19	4105
19	23	3436
23	19	3437
19	189	2347
189	19	2348
19	191	4292
191	19	4292
19	89	4569
89	19	4569
19	61	2189
61	19	2190
19	179	4020
179	19	4020
19	137	2931
137	19	2931
19	177	1078
177	19	1078
19	152	2987
152	19	2987
19	25	4690
25	19	4691
19	95	4905
95	19	4906
19	27	396
27	19	397
19	180	2778
180	19	2779
20	101	4871
101	20	4871
20	120	2919
120	20	2920
20	190	4012
190	20	4013
20	90	4708
90	20	4709
20	158	4796
